audit,strategy,model,protected_attribute,metric,value,ci_low,ci_high,p_value,significant,n_disadvantaged,n_advantaged,small_sample_warning,note
ai_fair_recruitment,baseline,gradient_boosting,gender,predictive_parity_diff,0.008846911495708487,-0.041024547394587545,0.054791344214624026,0.7365,False,552,1854,False,
ai_fair_recruitment,baseline,gradient_boosting,gender,accuracy_equality_diff,0.016150627981781462,0.004801120843035279,0.028004307139265515,0.0055,True,8410,14652,False,
ai_fair_recruitment,unawareness,logistic_regression,gender,demographic_parity_diff,-0.006532351181578286,-0.014847725657773219,0.002240628234980194,0.1355,False,8410,14652,False,
ai_fair_recruitment,unawareness,logistic_regression,gender,disparate_impact_ratio,0.9439957934822404,0.8758976329531846,1.0194603676247063,0.1275,False,8410,14652,False,
ai_fair_recruitment,unawareness,logistic_regression,gender,equal_opportunity_diff,0.00017848266631492749,-0.02137120333088153,0.024234505605498394,1.0,False,2066,3897,False,
ai_fair_recruitment,unawareness,logistic_regression,gender,equalized_odds_diff,-0.004214277883596768,-0.011850425664944837,0.00397154385215122,0.317,False,6344,10755,False,driven_by_fpr_gap
ai_fair_recruitment,unawareness,logistic_regression,gender,predictive_parity_diff,-0.011376058902999864,-0.04807350110645319,0.029222421129656555,0.562,False,926,1709,False,
ai_fair_recruitment,unawareness,logistic_regression,gender,accuracy_equality_diff,0.017205314708287345,0.0051962948247134015,0.029224507179322845,0.003,True,8410,14652,False,
ai_fair_recruitment,unawareness,random_forest,gender,demographic_parity_diff,-0.007137788528989469,-0.018221035190416877,0.0032514377148740907,0.188,False,8410,14652,False,
ai_fair_recruitment,unawareness,random_forest,gender,disparate_impact_ratio,0.9667252974909919,0.9168981054004498,1.0153158691125164,0.188,False,8410,14652,False,
ai_fair_recruitment,unawareness,random_forest,gender,equal_opportunity_diff,0.010192142738438326,-0.01574340079903597,0.03688621897699252,0.421,False,2066,3897,False,
ai_fair_recruitment,unawareness,random_forest,gender,equalized_odds_diff,0.010192142738438326,-0.01574340079903597,0.03688621897699252,0.421,False,2066,3897,False,driven_by_tpr_gap
ai_fair_recruitment,unawareness,random_forest,gender,predictive_parity_diff,-0.006007415634568747,-0.03395082854866061,0.0223442284368642,0.6605,False,1744,3143,False,
ai_fair_recruitment,unawareness,random_forest,gender,accuracy_equality_diff,0.01916575531319875,0.006893684166276312,0.03191622089065616,0.004,True,8410,14652,False,
ai_fair_recruitment,unawareness,gradient_boosting,gender,demographic_parity_diff,-0.0049794470721938044,-0.012767091894618648,0.002913548750350164,0.219,False,8410,14652,False,
ai_fair_recruitment,unawareness,gradient_boosting,gender,disparate_impact_ratio,0.9459569876566172,0.8661070832886755,1.0322931072904424,0.219,False,8410,14652,False,
ai_fair_recruitment,unawareness,gradient_boosting,gender,equal_opportunity_diff,-0.0012942166896321716,-0.02174375639811298,0.02019085473200152,0.908,False,2066,3897,False,
ai_fair_recruitment,unawareness,gradient_boosting,gender,equalized_odds_diff,-0.0024809862916043077,-0.009046808340998611,0.004624794737542525,0.508,False,6344,10755,False,driven_by_fpr_gap
ai_fair_recruitment,unawareness,gradient_boosting,gender,predictive_parity_diff,-0.016791470870597736,-0.06022214643019552,0.027297180536607527,0.491,False,733,1350,False,
ai_fair_recruitment,unawareness,gradient_boosting,gender,accuracy_equality_diff,0.016815534591991255,0.005153582941930214,0.028686382577583595,0.003,True,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,logistic_regression,gender,demographic_parity_diff,-0.006532351181578286,-0.014847725657773219,0.002240628234980194,0.1355,False,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,logistic_regression,gender,disparate_impact_ratio,0.9439957934822404,0.8758976329531846,1.0194603676247063,0.1275,False,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,logistic_regression,gender,equal_opportunity_diff,0.00017848266631492749,-0.02137120333088153,0.024234505605498394,1.0,False,2066,3897,False,
ai_fair_recruitment,unawareness_proxy_removal,logistic_regression,gender,equalized_odds_diff,-0.004214277883596768,-0.011850425664944837,0.00397154385215122,0.317,False,6344,10755,False,driven_by_fpr_gap
ai_fair_recruitment,unawareness_proxy_removal,logistic_regression,gender,predictive_parity_diff,-0.011376058902999864,-0.04807350110645319,0.029222421129656555,0.562,False,926,1709,False,
ai_fair_recruitment,unawareness_proxy_removal,logistic_regression,gender,accuracy_equality_diff,0.017205314708287345,0.0051962948247134015,0.029224507179322845,0.003,True,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,random_forest,gender,demographic_parity_diff,-0.0071317182494352455,-0.015564206109687683,0.0017133092177681992,0.1035,False,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,random_forest,gender,disparate_impact_ratio,0.9373918403499281,0.8669635868880858,1.0155681894242758,0.1035,False,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,random_forest,gender,equal_opportunity_diff,0.006547469557961677,-0.0154984808479529,0.029017033729870384,0.586,False,2066,3897,False,
ai_fair_recruitment,unawareness_proxy_removal,random_forest,gender,equalized_odds_diff,-0.007500529094945724,-0.01521297317356718,0.0003960726352094066,0.0655,False,6344,10755,False,driven_by_fpr_gap
ai_fair_recruitment,unawareness_proxy_removal,random_forest,gender,predictive_parity_diff,0.007344061298591775,-0.03299549895180147,0.04776008465653658,0.732,False,898,1669,False,
ai_fair_recruitment,unawareness_proxy_removal,random_forest,gender,accuracy_equality_diff,0.021507195228954945,0.009952967506475207,0.03319882145684762,0.0,True,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,gradient_boosting,gender,demographic_parity_diff,-0.005950415879072246,-0.013916901037887947,0.0020370697689365814,0.141,False,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,gradient_boosting,gender,disparate_impact_ratio,0.9358465390112906,0.8564096445852852,1.022208372824225,0.1355,False,8410,14652,False,
ai_fair_recruitment,unawareness_proxy_removal,gradient_boosting,gender,equal_opportunity_diff,-0.006309616874598356,-0.026132203613820626,0.014744599626242123,0.5605,False,2066,3897,False,
ai_fair_recruitment,unawareness_proxy_removal,gradient_boosting,gender,equalized_odds_diff,-0.006309616874598356,-0.026132203613820626,0.014744599626242123,0.5605,False,2066,3897,False,driven_by_tpr_gap
ai_fair_recruitment,unawareness_proxy_removal,gradient_boosting,gender,predictive_parity_diff,-0.025191770741983865,-0.07278599292388636,0.02143959095628326,0.2805,False,730,1359,False,
ai_fair_recruitment,unawareness_proxy_removal,gradient_boosting,gender,accuracy_equality_diff,0.015197253247193787,0.003289303518197637,0.027274451378196896,0.01,True,8410,14652,False,
ai_fair_recruitment,in_processing,logistic_regression,gender,demographic_parity_diff,-0.006532351181578286,-0.014847725657773219,0.002240628234980194,0.1355,False,8410,14652,False,
ai_fair_recruitment,in_processing,logistic_regression,gender,disparate_impact_ratio,0.9439957934822404,0.8758976329531846,1.0194603676247063,0.1275,False,8410,14652,False,
ai_fair_recruitment,in_processing,logistic_regression,gender,equal_opportunity_diff,0.00017848266631492749,-0.02137120333088153,0.024234505605498394,1.0,False,2066,3897,False,
ai_fair_recruitment,in_processing,logistic_regression,gender,equalized_odds_diff,-0.004214277883596768,-0.011850425664944837,0.00397154385215122,0.317,False,6344,10755,False,driven_by_fpr_gap
ai_fair_recruitment,in_processing,logistic_regression,gender,predictive_parity_diff,-0.011376058902999864,-0.04807350110645319,0.029222421129656555,0.562,False,926,1709,False,
ai_fair_recruitment,in_processing,logistic_regression,gender,accuracy_equality_diff,0.017205314708287345,0.0051962948247134015,0.029224507179322845,0.003,True,8410,14652,False,
ai_fair_recruitment,in_processing,random_forest,gender,demographic_parity_diff,-0.0057560857798669846,-0.014112708130246766,0.0028665974102953904,0.187,False,8410,14652,False,
ai_fair_recruitment,in_processing,random_forest,gender,disparate_impact_ratio,0.9477463424869758,0.875733640833942,1.0269271362435004,0.187,False,8410,14652,False,
ai_fair_recruitment,in_processing,random_forest,gender,equal_opportunity_diff,0.005445646500982088,-0.017061228869925272,0.027909702178631226,0.6565,False,2066,3897,False,
ai_fair_recruitment,in_processing,random_forest,gender,equalized_odds_diff,0.005445646500982088,-0.017061228869925272,0.027909702178631226,0.6565,False,2066,3897,False,driven_by_tpr_gap
ai_fair_recruitment,in_processing,random_forest,gender,predictive_parity_diff,-0.0006463941649518246,-0.03860733812624728,0.04112517041942233,1.0,False,878,1614,False,
ai_fair_recruitment,in_processing,random_forest,gender,accuracy_equality_diff,0.01984038410911182,0.008198379981970897,0.03171148894543662,0.0,True,8410,14652,False,
ai_fair_recruitment,in_processing,gradient_boosting,gender,demographic_parity_diff,-0.006008992453701123,-0.013856875468052633,0.0020056792009823937,0.1455,False,8410,14652,False,
ai_fair_recruitment,in_processing,gradient_boosting,gender,disparate_impact_ratio,0.9388591238920054,0.8625758205783348,1.021485621116482,0.1455,False,8410,14652,False,
ai_fair_recruitment,in_processing,gradient_boosting,gender,equal_opportunity_diff,-0.0084038383337047,-0.028700099686978425,0.01362363657004259,0.4505,False,2066,3897,False,
ai_fair_recruitment,in_processing,gradient_boosting,gender,equalized_odds_diff,-0.0084038383337047,-0.028700099686978425,0.01362363657004259,0.4505,False,2066,3897,False,driven_by_tpr_gap
ai_fair_recruitment,in_processing,gradient_boosting,gender,predictive_parity_diff,-0.03147193585337915,-0.07420067296678122,0.013053407789232582,0.1515,False,776,1440,False,
ai_fair_recruitment,in_processing,gradient_boosting,gender,accuracy_equality_diff,0.013768254255769108,0.0016304214981384929,0.025601406454557454,0.019,True,8410,14652,False,
ai_fair_recruitment,post_processing,logistic_regression,gender,demographic_parity_diff,-0.0050101717759268305,-0.013461007218438847,0.0037532108370396046,0.235,False,8410,14652,False,
ai_fair_recruitment,post_processing,logistic_regression,gender,disparate_impact_ratio,0.9530336860457788,0.87877753541955,1.03635450536281,0.235,False,8410,14652,False,
ai_fair_recruitment,post_processing,logistic_regression,gender,equal_opportunity_diff,0.004250172831336219,-0.016797380068218393,0.02709933560231132,0.711,False,2066,3897,False,
ai_fair_recruitment,post_processing,logistic_regression,gender,equalized_odds_diff,0.004250172831336219,-0.016797380068218393,0.02709933560231132,0.711,False,2066,3897,False,driven_by_tpr_gap
ai_fair_recruitment,post_processing,logistic_regression,gender,predictive_parity_diff,-0.006564074934617414,-0.047720252326273103,0.03633537618839152,0.768,False,855,1563,False,
ai_fair_recruitment,post_processing,logistic_regression,gender,accuracy_equality_diff,0.01851753385641608,0.006450895009159077,0.03065810635519309,0.001,True,8410,14652,False,
ai_fair_recruitment,post_processing,random_forest,gender,demographic_parity_diff,0.0005188303642524733,-0.006500590553801024,0.007915631554157117,0.9,False,8410,14652,False,
ai_fair_recruitment,post_processing,random_forest,gender,disparate_impact_ratio,1.0066449345589563,0.9202394929341422,1.1038899709073409,0.9,False,8410,14652,False,
ai_fair_recruitment,post_processing,random_forest,gender,equal_opportunity_diff,0.024046719980445136,0.003161698712813317,0.044770243623250286,0.017,True,2066,3897,False,
ai_fair_recruitment,post_processing,random_forest,gender,equalized_odds_diff,0.024046719980445136,0.003161698712813317,0.044770243623250286,0.017,True,2066,3897,False,driven_by_tpr_gap
ai_fair_recruitment,post_processing,random_forest,gender,predictive_parity_diff,0.03255953577436188,-0.012626060588428207,0.0787880661320525,0.19,False,661,1144,False,
ai_fair_recruitment,post_processing,random_forest,gender,accuracy_equality_diff,0.025445978894254706,0.013904058907031478,0.03753579841867585,0.0,True,8410,14652,False,
ai_fair_recruitment,post_processing,gradient_boosting,gender,demographic_parity_diff,-0.007668045301814627,-0.016395335720543813,0.0013092830155850422,0.085,False,8410,14652,False,
ai_fair_recruitment,post_processing,gradient_boosting,gender,disparate_impact_ratio,0.9360550581440524,0.866867196819998,1.0110932901504657,0.081,False,8410,14652,False,
ai_fair_recruitment,post_processing,gradient_boosting,gender,equal_opportunity_diff,0.00042291821767731497,-0.02146333864185745,0.024358220052111457,0.971,False,2066,3897,False,
ai_fair_recruitment,post_processing,gradient_boosting,gender,equalized_odds_diff,-0.005608978023066785,-0.013722362483680127,0.0026900762600227533,0.1875,False,6344,10755,False,driven_by_fpr_gap
ai_fair_recruitment,post_processing,gradient_boosting,gender,predictive_parity_diff,-0.0063685934229184005,-0.04488281739868616,0.031506962464910304,0.78,False,944,1757,False,
ai_fair_recruitment,post_processing,gradient_boosting,gender,accuracy_equality_diff,0.018117122635553096,0.0067047592939387755,0.03014071200159195,0.0025,True,8410,14652,False,
benefits_denial,baseline,logistic_regression,sex,demographic_parity_diff,-0.11472268266596214,-0.12860364192059723,-0.10016254788496529,0.0,True,2153,4360,False,
benefits_denial,baseline,logistic_regression,sex,disparate_impact_ratio,0.31198363593913664,0.25348399013274053,0.3748140781379614,0.0,True,2153,4360,False,
benefits_denial,baseline,logistic_regression,sex,equal_opportunity_diff,-0.14590888987173817,-0.20522998673153467,-0.08631136665192404,0.0,True,238,1330,False,
benefits_denial,baseline,logistic_regression,sex,equalized_odds_diff,-0.14590888987173817,-0.20522998673153467,-0.08631136665192404,0.0,True,238,1330,False,driven_by_tpr_gap
benefits_denial,baseline,logistic_regression,sex,predictive_parity_diff,-0.19738651994497936,-0.29836933827864015,-0.1019063789546081,0.0,True,112,727,False,
benefits_denial,baseline,logistic_regression,sex,accuracy_equality_diff,0.1286767557110411,0.109559378422257,0.14736301118132583,0.0,True,2153,4360,False,
benefits_denial,baseline,logistic_regression,national_origin,demographic_parity_diff,0.14361937319093723,0.10951277572612038,0.1774193407525701,0.0,True,688,5825,False,
benefits_denial,baseline,logistic_regression,national_origin,disparate_impact_ratio,2.2637091959684934,1.9528353160904934,2.6103105464947203,0.0,True,688,5825,False,
benefits_denial,baseline,logistic_regression,national_origin,equal_opportunity_diff,0.36113306982872195,0.27911979325022807,0.4413532482010743,0.0,True,138,1430,False,
benefits_denial,baseline,logistic_regression,national_origin,equalized_odds_diff,0.36113306982872195,0.27911979325022807,0.4413532482010743,0.0,True,138,1430,False,driven_by_tpr_gap
benefits_denial,baseline,logistic_regression,national_origin,predictive_parity_diff,-0.17022547664157572,-0.2498389147763156,-0.08659770938945499,0.0,True,177,662,False,
benefits_denial,baseline,logistic_regression,national_origin,accuracy_equality_diff,0.016768889110689744,-0.013748328176464767,0.048358050953189013,0.2815,False,688,5825,False,
benefits_denial,baseline,logistic_regression,age,demographic_parity_diff,0.06491100857957642,0.039356776199055914,0.09203028036558304,0.0,True,944,5569,False,
benefits_denial,baseline,logistic_regression,age,disparate_impact_ratio,1.5435885406542529,1.3176506465900513,1.8009557939892946,0.0,True,944,5569,False,
benefits_denial,baseline,logistic_regression,age,equal_opportunity_diff,0.05419254658385092,-0.007927018633540376,0.11895186335403725,0.113,False,280,1288,False,
benefits_denial,baseline,logistic_regression,age,equalized_odds_diff,0.05419254658385092,-0.007927018633540376,0.11895186335403725,0.113,False,280,1288,False,driven_by_tpr_gap
benefits_denial,baseline,logistic_regression,age,predictive_parity_diff,-0.027266441966986354,-0.10606494684988325,0.05222539106386648,0.527,False,174,665,False,
benefits_denial,baseline,logistic_regression,age,accuracy_equality_diff,-0.05244300318652595,-0.08318951611676025,-0.02254438538398091,0.0,True,944,5569,False,
benefits_denial,baseline,logistic_regression,race,demographic_parity_diff,-0.03385525166319467,-0.058044224925146895,-0.010054805157956839,0.0115,True,690,5823,False,
benefits_denial,baseline,logistic_regression,race,disparate_impact_ratio,0.7443091549325659,0.5713944411726547,0.9212583230191548,0.0055,True,690,5823,False,
benefits_denial,baseline,logistic_regression,race,equal_opportunity_diff,0.11011719134687986,-0.0016704690936546096,0.22327167383383098,0.0395,True,82,1486,False,
benefits_denial,baseline,logistic_regression,race,equalized_odds_diff,0.11011719134687986,-0.0016704690936546096,0.22327167383383098,0.0395,True,82,1486,False,driven_by_tpr_gap
benefits_denial,baseline,logistic_regression,race,predictive_parity_diff,-0.12211032272831313,-0.24495641641870755,0.00289110780498963,0.045,True,68,771,False,
benefits_denial,baseline,logistic_regression,race,accuracy_equality_diff,0.10003509322103499,0.07401313382463846,0.1263611129777718,0.0,True,690,5823,False,
benefits_denial,baseline,logistic_regression,sex_x_national_origin,intersectional_demographic_parity_diff,-0.06078560575943888,-0.09431865337174412,-0.02120558299614987,0.0115,True,235,3907,False,
benefits_denial,baseline,logistic_regression,sex_x_age,intersectional_demographic_parity_diff,-0.06136567834681042,-0.09413842895648826,-0.025529457065845196,0.006,True,294,3710,False,
benefits_denial,baseline,logistic_regression,sex_x_race,intersectional_demographic_parity_diff,-0.1102395800115745,-0.13704809316278685,-0.08168544567669396,0.0,True,338,4008,False,
benefits_denial,baseline,logistic_regression,national_origin_x_age,intersectional_demographic_parity_diff,0.24782515230794566,0.14886380788159315,0.34668438637735777,0.0,True,88,4969,False,superadditive
benefits_denial,baseline,logistic_regression,national_origin_x_race,intersectional_demographic_parity_diff,0.10764621284755513,0.01934084372003843,0.20415957574304888,0.006,True,80,5215,False,
benefits_denial,baseline,logistic_regression,age_x_race,intersectional_demographic_parity_diff,0.05853327463496956,-0.024034687064348068,0.14904385868368913,0.1685,False,77,4956,False,
benefits_denial,baseline,random_forest,sex,demographic_parity_diff,-0.1774336641426301,-0.19410200775960146,-0.15878535710785463,0.0,True,2153,4360,False,
benefits_denial,baseline,random_forest,sex,disparate_impact_ratio,0.31417749514561527,0.2690281146580259,0.36704470389445026,0.0,True,2153,4360,False,
benefits_denial,baseline,random_forest,sex,equal_opportunity_diff,-0.06267138434321096,-0.1310106147722247,0.00769681556833254,0.0695,False,238,1330,False,
benefits_denial,baseline,random_forest,sex,equalized_odds_diff,-0.07886582391920655,-0.0915663642082224,-0.06588596196434265,0.0,True,1915,3030,False,driven_by_fpr_gap
benefits_denial,baseline,random_forest,sex,predictive_parity_diff,0.026448834853090242,-0.04509333839918938,0.09393857649442745,0.462,False,175,1128,False,
benefits_denial,baseline,random_forest,sex,accuracy_equality_diff,0.11795020389727162,0.10204340433872933,0.1347288453917512,0.0,True,2153,4360,False,
benefits_denial,baseline,random_forest,national_origin,demographic_parity_diff,-0.028671524104202012,-0.0594867065076355,0.001729688591675811,0.076,False,688,5825,False,
benefits_denial,baseline,random_forest,national_origin,disparate_impact_ratio,0.8588243401870175,0.713180362373785,1.0090210956680674,0.063,False,688,5825,False,
benefits_denial,baseline,random_forest,national_origin,equal_opportunity_diff,0.04867740954697475,-0.03968734164386341,0.13207813925205222,0.2825,False,138,1430,False,
benefits_denial,baseline,random_forest,national_origin,equalized_odds_diff,0.04867740954697475,-0.03968734164386341,0.13207813925205222,0.2825,False,138,1430,False,driven_by_tpr_gap
benefits_denial,baseline,random_forest,national_origin,predictive_parity_diff,0.020498732037193546,-0.05875193716539859,0.10407156945618479,0.656,False,120,1183,False,
benefits_denial,baseline,random_forest,national_origin,accuracy_equality_diff,0.03890258508833222,0.012603771583990385,0.0650679521409322,0.0065,True,688,5825,False,
benefits_denial,baseline,random_forest,age,demographic_parity_diff,0.03238702593959905,0.0032974750890979584,0.06238955488311503,0.0215,True,944,5569,False,
benefits_denial,baseline,random_forest,age,disparate_impact_ratio,1.165774287004249,1.0162325974420383,1.3259455898625296,0.0345,True,944,5569,False,
benefits_denial,baseline,random_forest,age,equal_opportunity_diff,-0.061645962732919224,-0.12314052795031062,0.0015527950310558758,0.064,False,280,1288,False,
benefits_denial,baseline,random_forest,age,equalized_odds_diff,-0.061645962732919224,-0.12314052795031062,0.0015527950310558758,0.064,False,280,1288,False,driven_by_tpr_gap
benefits_denial,baseline,random_forest,age,predictive_parity_diff,-0.006955369357045105,-0.07466366706566345,0.05707645776333784,0.8645,False,215,1088,False,
benefits_denial,baseline,random_forest,age,accuracy_equality_diff,-0.05343574904662918,-0.0819314879812886,-0.02642737414440107,0.0,True,944,5569,False,
benefits_denial,baseline,random_forest,race,demographic_parity_diff,-0.12326531221766757,-0.14647566994452285,-0.09953734814715261,0.0,True,690,5823,False,
benefits_denial,baseline,random_forest,race,disparate_impact_ratio,0.4216192222947545,0.3237508052416536,0.5243509614602255,0.0,True,690,5823,False,
benefits_denial,baseline,random_forest,race,equal_opportunity_diff,-0.04938778189935322,-0.1611627219906116,0.05887716245937684,0.4155,False,82,1486,False,
benefits_denial,baseline,random_forest,race,equalized_odds_diff,-0.05069596980692451,-0.06577697793162869,-0.035723432020072096,0.0,True,608,4337,False,driven_by_fpr_gap
benefits_denial,baseline,random_forest,race,predictive_parity_diff,0.011073275974110341,-0.10666508538899436,0.11912934418133143,0.8785,False,62,1241,False,
benefits_denial,baseline,random_forest,race,accuracy_equality_diff,0.0814297127582525,0.06014065288324413,0.10288946008706104,0.0,True,690,5823,False,
benefits_denial,baseline,random_forest,sex_x_national_origin,intersectional_demographic_parity_diff,-0.19800793992234345,-0.2306114230323097,-0.16047391751847478,0.0,True,235,3907,False,
benefits_denial,baseline,random_forest,sex_x_age,intersectional_demographic_parity_diff,-0.17719163136952895,-0.20959055320241307,-0.1426004364009755,0.0,True,294,3710,False,
benefits_denial,baseline,random_forest,sex_x_race,intersectional_demographic_parity_diff,-0.21720464396650485,-0.24493793478132495,-0.1884715406465176,0.0,True,338,4008,False,
benefits_denial,baseline,random_forest,national_origin_x_age,intersectional_demographic_parity_diff,0.03960235276898591,-0.04659937064344386,0.13433749474011597,0.4205,False,88,4969,False,
benefits_denial,baseline,random_forest,national_origin_x_race,intersectional_demographic_parity_diff,-0.11649089165867688,-0.17474203020134224,-0.044942473633748814,0.0125,True,80,5215,False,
benefits_denial,baseline,random_forest,age_x_race,intersectional_demographic_parity_diff,-0.079169418152469,-0.14996102061780028,-0.004465661457186917,0.089,False,77,4956,False,
benefits_denial,baseline,gradient_boosting,sex,demographic_parity_diff,-0.16978506628259266,-0.1857289513885042,-0.15223466988669537,0.0,True,2153,4360,False,
benefits_denial,baseline,gradient_boosting,sex,disparate_impact_ratio,0.28957793517091995,0.24483327581278222,0.3433139820344468,0.0,True,2153,4360,False,
benefits_denial,baseline,gradient_boosting,sex,equal_opportunity_diff,-0.08801415302963289,-0.1547987616099072,-0.021538036267138384,0.013,True,238,1330,False,
benefits_denial,baseline,gradient_boosting,sex,equalized_odds_diff,-0.08801415302963289,-0.1547987616099072,-0.021538036267138384,0.013,True,238,1330,False,driven_by_tpr_gap
benefits_denial,baseline,gradient_boosting,sex,predictive_parity_diff,0.05486351749990337,-0.013204150510762704,0.11817104432621828,0.1265,False,149,1042,False,
benefits_denial,baseline,gradient_boosting,sex,accuracy_equality_diff,0.10791598665399682,0.0931729462196977,0.1233711175360176,0.0,True,2153,4360,False,
benefits_denial,baseline,gradient_boosting,national_origin,demographic_parity_diff,-0.01756986725222079,-0.046802693632099004,0.011428673021259576,0.2795,False,688,5825,False,
benefits_denial,baseline,gradient_boosting,national_origin,disparate_impact_ratio,0.9048848302060204,0.7500384187166479,1.0625412890275658,0.259,False,688,5825,False,
benefits_denial,baseline,gradient_boosting,national_origin,equal_opportunity_diff,0.06196412283368802,-0.02505650146954496,0.1481668693625215,0.1775,False,138,1430,False,
benefits_denial,baseline,gradient_boosting,national_origin,equalized_odds_diff,0.06196412283368802,-0.02505650146954496,0.1481668693625215,0.1775,False,138,1430,False,driven_by_tpr_gap
benefits_denial,baseline,gradient_boosting,national_origin,predictive_parity_diff,-0.0017779214481977723,-0.08066833683529973,0.07489090027476974,1.0,False,115,1076,False,
benefits_denial,baseline,gradient_boosting,national_origin,accuracy_equality_diff,0.0343245333865656,0.009254110939215507,0.05924223350633787,0.013,True,688,5825,False,
benefits_denial,baseline,gradient_boosting,age,demographic_parity_diff,0.026481719323981745,-0.0021976509643273456,0.05546151935198174,0.0555,False,944,5569,False,
benefits_denial,baseline,gradient_boosting,age,disparate_impact_ratio,1.1479196300409575,0.9880172021721995,1.3156579480647597,0.069,False,944,5569,False,
benefits_denial,baseline,gradient_boosting,age,equal_opportunity_diff,-0.06428571428571428,-0.12717779503105595,-0.0012305900621118885,0.0505,False,280,1288,False,
benefits_denial,baseline,gradient_boosting,age,equalized_odds_diff,-0.06428571428571428,-0.12717779503105595,-0.0012305900621118885,0.0505,False,280,1288,False,driven_by_tpr_gap
benefits_denial,baseline,gradient_boosting,age,predictive_parity_diff,-0.0008479045383573691,-0.06114218945496275,0.06089324675056089,1.0,False,194,997,False,
benefits_denial,baseline,gradient_boosting,age,accuracy_equality_diff,-0.05061805515398499,-0.07735789505921094,-0.025081413149669374,0.0,True,944,5569,False,
benefits_denial,baseline,gradient_boosting,race,demographic_parity_diff,-0.10241023228725668,-0.12522188995661881,-0.07847557287816682,0.0,True,690,5823,False,
benefits_denial,baseline,gradient_boosting,race,disparate_impact_ratio,0.4713371416623479,0.36296830269533636,0.5859625781053295,0.0,True,690,5823,False,
benefits_denial,baseline,gradient_boosting,race,equal_opportunity_diff,-0.07520598759150443,-0.1794311952204313,0.03507985096674644,0.193,False,82,1486,False,
benefits_denial,baseline,gradient_boosting,race,equalized_odds_diff,-0.07520598759150443,-0.1794311952204313,0.03507985096674644,0.193,False,82,1486,False,driven_by_tpr_gap
benefits_denial,baseline,gradient_boosting,race,predictive_parity_diff,-0.10735393448159403,-0.22644587977034786,0.0038236659912187867,0.0545,False,63,1128,False,
